kb_item_id,资料名称,资料类型,学科,年级,册次,单元,课题,来源,版本,权限级别,是否可用于AI生成,是否可公开展示,文件路径或URL,内容库对象ID,设计版本ID,parse_status,source_status,服务阶段,适用场景,引用关系,入库阶段,备注,updated_at
kb_art_g4_lesson_case_3_729f3e8f9e,课时3 纸卷造型 教案,教案,美术,四年级,下册,第二单元 编织·纸艺,纸卷造型,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g4_lesson_case_3_729f3e8f9e_课时3_纸卷造型_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时3_纸卷造型_教案.md 用于检索解析；已读取 课时3_纸卷造型_教案.md，共提取约 108 行正文。,2026-04-27T21:48:12
kb_art_g4_lesson_case_4_b293bf76ec,课时4 纸卷动物 教案,教案,美术,四年级,下册,第二单元 编织·纸艺,纸卷动物,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g4_lesson_case_4_b293bf76ec_课时4_纸卷动物_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时4_纸卷动物_教案.md 用于检索解析；已读取 课时4_纸卷动物_教案.md，共提取约 108 行正文。,2026-04-27T21:48:12
kb_art_g4_lesson_case_5_aec2004170,课时5 纸版画基础 教案,教案,美术,四年级,下册,第二单元 编织·纸艺,纸版画基础,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g4_lesson_case_5_aec2004170_课时5_纸版画基础_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时5_纸版画基础_教案.md 用于检索解析；已读取 课时5_纸版画基础_教案.md，共提取约 115 行正文。,2026-04-27T21:48:12
kb_art_g4_lesson_case_6_550bc1981d,课时6 套色纸版画 教案,教案,美术,四年级,下册,第二单元 编织·纸艺,套色纸版画,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g4_lesson_case_6_550bc1981d_课时6_套色纸版画_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时6_套色纸版画_教案.md 用于检索解析；已读取 课时6_套色纸版画_教案.md，共提取约 122 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_lesson_0fdd9a08e4,开学第一课 美术世界我来了 教案,教案,美术,三年级,下册,开学第一课,开学第一课 美术世界我来了,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_lesson_0fdd9a08e4_开学第一课_美术世界我来了_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；已读取 开学第一课 美术世界我来了 教案.docx，共提取约 68 行正文。当前摘要：开学第一课 美术世界，我来了！,2026-04-27T21:48:12
kb_art_g3_lesson_case_lesson_8974535734,第一单元 多变的色彩 备课文档,教案,美术,三年级,下册,第一单元 多变的色彩,第一单元 多变的色彩,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_lesson_8974535734_第一单元_多变的色彩_备课文档.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 第一单元_多变的色彩_备课文档.md 用于检索解析；已读取 第一单元_多变的色彩_备课文档.md，共提取约 255 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_1_fd1b5bdf60,课时1 渐变的魅力 教案,教案,美术,三年级,下册,第一单元 多变的色彩,渐变的魅力,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_1_fd1b5bdf60_课时1_渐变的魅力_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时1_渐变的魅力_教案.md 用于检索解析；已读取 课时1_渐变的魅力_教案.md，共提取约 107 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_2_07e719a809,课时2 颜料的渐变 教案,教案,美术,三年级,下册,第一单元 多变的色彩,颜料的渐变,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_2_07e719a809_课时2_颜料的渐变_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时2_颜料的渐变_教案.md 用于检索解析；已读取 课时2_颜料的渐变_教案.md，共提取约 105 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_3_2eaf570678,课时3 渐变的节奏 教案,教案,美术,三年级,下册,第一单元 多变的色彩,渐变的节奏,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_3_2eaf570678_课时3_渐变的节奏_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时3_渐变的节奏_教案.md 用于检索解析；已读取 课时3_渐变的节奏_教案.md，共提取约 107 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_lesson_6d9e181832,第三单元 青绿中国色 备课文档,教案,美术,三年级,下册,第三单元 青绿中国色,第三单元 青绿中国色,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_lesson_6d9e181832_第三单元_青绿中国色_备课文档.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 第三单元_青绿中国色_备课文档.md 用于检索解析；已读取 第三单元_青绿中国色_备课文档.md，共提取约 235 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_1_08f3e01f0b,课时1 走进青绿山水 教案,教案,美术,三年级,下册,第三单元 青绿中国色,走进青绿山水,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_1_08f3e01f0b_课时1_走进青绿山水_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时1_走进青绿山水_教案.md 用于检索解析；已读取 课时1_走进青绿山水_教案.md，共提取约 106 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_2_20952689b0,课时2 青绿色阶练习 教学过程案例 试写稿,教案,美术,三年级,下册,第三单元 青绿中国色,青绿色阶练习 教学过程案例,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_2_20952689b0_课时2_青绿色阶练习_教学过程案例_试写稿.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时2_青绿色阶练习_教学过程案例_试写稿.md 用于检索解析；已读取 课时2_青绿色阶练习_教学过程案例_试写稿.md，共提取约 93 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_3_0627759e7c,课时3 心中的青绿山水 教案,教案,美术,三年级,下册,第三单元 青绿中国色,心中的青绿山水,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_3_0627759e7c_课时3_心中的青绿山水_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时3_心中的青绿山水_教案.md 用于检索解析；已读取 课时3_心中的青绿山水_教案.md，共提取约 110 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_4_32cf15a208,课时4 青绿山水展与评 教案,教案,美术,三年级,下册,第三单元 青绿中国色,青绿山水展与评,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_4_32cf15a208_课时4_青绿山水展与评_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时4_青绿山水展与评_教案.md 用于检索解析；已读取 课时4_青绿山水展与评_教案.md，共提取约 124 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_lesson_475cc32ea5,大单元备课文档,教案,美术,三年级,下册,第二单元 守护生命的摇篮,第二单元 守护生命的摇篮,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_lesson_475cc32ea5_大单元备课文档.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 大单元备课文档.md 用于检索解析；已读取 大单元备课文档.md，共提取约 123 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_1_eeabeca815,课时1 走进海洋世界 教案,教案,美术,三年级,下册,第二单元 守护生命的摇篮,走进海洋世界,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_1_eeabeca815_课时1_走进海洋世界_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时1_走进海洋世界_教案.md 用于检索解析；已读取 课时1_走进海洋世界_教案.md，共提取约 159 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_2_87b2829c76,课时2 变废为宝的艺术 教学过程案例 试写稿,教案,美术,三年级,下册,第二单元 守护生命的摇篮,变废为宝的艺术 教学过程案例,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_2_87b2829c76_课时2_变废为宝的艺术_教学过程案例_试写稿.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时2_变废为宝的艺术_教学过程案例_试写稿.md 用于检索解析；已读取 课时2_变废为宝的艺术_教学过程案例_试写稿.md，共提取约 95 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_2_67d6ab622f,课时2 变废为宝的艺术 教案,教案,美术,三年级,下册,第二单元 守护生命的摇篮,变废为宝的艺术,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_2_67d6ab622f_课时2_变废为宝的艺术_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时2_变废为宝的艺术_教案.md 用于检索解析；已读取 课时2_变废为宝的艺术_教案.md，共提取约 169 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_3_570c9e4394,课时3 制作海洋生物 教案,教案,美术,三年级,下册,第二单元 守护生命的摇篮,制作海洋生物,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_3_570c9e4394_课时3_制作海洋生物_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时3_制作海洋生物_教案.md 用于检索解析；已读取 课时3_制作海洋生物_教案.md，共提取约 161 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_4_8fff3e3adb,课时4 守护海洋主题展 教案,教案,美术,三年级,下册,第二单元 守护生命的摇篮,守护海洋主题展,教师本地教案资料,2025第二学期-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_4_8fff3e3adb_课时4_守护海洋主题展_教案.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,原始文件已复制入库；同名文本 课时4_守护海洋主题展_教案.md 用于检索解析；已读取 课时4_守护海洋主题展_教案.md，共提取约 167 行正文。,2026-04-27T21:48:12
kb_art_g3_lesson_case_20260427210244_01,美术大单元备课,教案,美术,三年级,,,,教师上传,2026-v1,教师可见,是,否,knowledge-base\lesson-cases\kb_art_g3_lesson_case_20260427210244_01_美术大单元备课.docx,,,parsed,verified,"brief,draft,refine","教学设计,活动组织,评价设计",待关联当前课,第一阶段,已读取 美术大单元备课.docx，共提取约 467 行正文。当前摘要：美术大单元备课,2026-04-27T21:48:12
